series,t_seconds,value
proactive (this run),6721.579,0.992382
proactive (this run),6725.708,0.992365
proactive (this run),6732.433,0.992365
proactive (this run),6736.622,0.992371
proactive (this run),6744.909,0.992377
proactive (this run),6759.971,0.992389
proactive (this run),6765.711,0.992348
proactive (this run),6774.050,0.992342
proactive (this run),6784.630,0.992324
proactive (this run),6793.864,0.992328
proactive (this run),6802.783,0.992302
proactive (this run),6811.456,0.992282
proactive (this run),6820.337,0.992268
proactive (this run),6828.680,0.992295
proactive (this run),6831.455,0.992330
proactive (this run),6840.164,0.992324
proactive (this run),6849.544,0.992324
proactive (this run),6855.460,0.992336
proactive (this run),6863.178,0.992330
proactive (this run),6872.926,0.992342
proactive (this run),6880.710,0.992348
proactive (this run),6884.209,0.992331
proactive (this run),6891.769,0.992307
proactive (this run),6899.356,0.992311
proactive (this run),6908.563,0.992311
proactive (this run),6912.760,0.992331
proactive (this run),6921.683,0.992331
proactive (this run),6929.903,0.992342
proactive (this run),6937.243,0.992358
proactive (this run),6952.473,0.992375
proactive (this run),6961.142,0.992382
proactive (this run),6965.567,0.992365
proactive (this run),6976.868,0.992355
proactive (this run),6980.814,0.992371
proactive (this run),6990.378,0.992382
proactive (this run),7001.155,0.992375
proactive (this run),7005.350,0.992348
proactive (this run),7015.221,0.992342
proactive (this run),7023.236,0.992324
proactive (this run),7032.196,0.992324
proactive (this run),7039.279,0.992324
proactive (this run),7050.539,0.992282
proactive (this run),7057.418,0.992289
proactive (this run),7064.922,0.992277
proactive (this run),7069.641,0.992330
proactive (this run),7077.857,0.992324
proactive (this run),7086.420,0.992324
proactive (this run),7093.422,0.992336
proactive (this run),7101.647,0.992330
proactive (this run),7111.102,0.992342
proactive (this run),7118.776,0.992348
proactive (this run),7121.667,0.992331
proactive (this run),7129.776,0.992307
proactive (this run),7136.340,0.992311
proactive (this run),7143.707,0.992311
proactive (this run),7148.349,0.992331
proactive (this run),7157.571,0.992331
proactive (this run),7166.291,0.992342
proactive (this run),7176.207,0.992358
proactive (this run),7189.176,0.992377
proactive (this run),7197.086,0.992382
proactive (this run),7201.120,0.992365
proactive (this run),7208.861,0.992355
proactive (this run),7212.517,0.992371
proactive (this run),7221.052,0.992377
proactive (this run),7231.914,0.992389
proactive (this run),7235.948,0.992363
proactive (this run),7247.084,0.992347
proactive (this run),7256.017,0.992331
proactive (this run),7267.300,0.992324
proactive (this run),7272.214,0.992324
proactive (this run),7281.662,0.992282
proactive (this run),7292.848,0.992268
proactive (this run),7301.986,0.992295
proactive (this run),7305.808,0.992330
proactive (this run),7316.831,0.992335
proactive (this run),7325.161,0.992324
proactive (this run),7333.934,0.992342
proactive (this run),7344.662,0.992342
proactive (this run),7353.931,0.992342
proactive (this run),7360.660,0.992348
proactive (this run),7363.938,0.992330
proactive (this run),7372.842,0.992307
proactive (this run),7380.012,0.992313
proactive (this run),7388.005,0.992318
proactive (this run),7391.072,0.992331
proactive (this run),7398.890,0.992331
proactive (this run),7412.372,0.992342
proactive (this run),7421.245,0.992354
proactive (this run),7436.019,0.992375
proactive (this run),7446.079,0.992382
proactive (this run),7451.070,0.992375
proactive (this run),7459.476,0.992358
proactive (this run),7465.227,0.992375
proactive (this run),7473.141,0.992382
proactive (this run),7482.826,0.992375
proactive (this run),7485.747,0.992348
proactive (this run),7494.576,0.992347
proactive (this run),7502.471,0.992331
proactive (this run),7511.615,0.992324
proactive (this run),7516.624,0.992321
proactive (this run),7526.295,0.992295
proactive (this run),7534.230,0.992289
proactive (this run),7542.413,0.992295
proactive (this run),7545.889,0.992330
proactive (this run),7554.686,0.992324
proactive (this run),7561.948,0.992316
proactive (this run),7569.611,0.992326
proactive (this run),7574.942,0.992326
proactive (this run),7580.628,0.992331
proactive (this run),7586.964,0.992347
proactive (this run),7590.252,0.992332
proactive (this run),7608.607,0.992307
proactive (this run),7618.711,0.992313
proactive (this run),7628.702,0.992318
proactive (this run),7634.297,0.992330
proactive (this run),7641.486,0.992342
proactive (this run),7651.275,0.992358
proactive (this run),7662.164,0.992375
proactive (this run),7671.854,0.992375
proactive (this run),7679.400,0.992382
proactive (this run),7683.911,0.992365
proactive (this run),7693.235,0.992365
proactive (this run),7697.837,0.992371
proactive (this run),7704.697,0.992377
proactive (this run),7714.810,0.992389
proactive (this run),7718.271,0.992363
proactive (this run),7727.169,0.992347
proactive (this run),7734.430,0.992331
proactive (this run),7744.209,0.992324
proactive (this run),7749.381,0.992321
proactive (this run),7758.348,0.992295
proactive (this run),7767.170,0.992289
proactive (this run),7774.664,0.992295
proactive (this run),7779.199,0.992330
proactive (this run),7789.599,0.992324
proactive (this run),7804.889,0.992335
proactive (this run),7813.073,0.992342
proactive (this run),7819.372,0.992342
proactive (this run),7827.282,0.992342
proactive (this run),7835.662,0.992349
proactive (this run),7838.827,0.992330
proactive (this run),7857.188,0.992308
proactive (this run),7863.830,0.992313
proactive (this run),7871.277,0.992318
proactive (this run),7874.688,0.992330
proactive (this run),7880.473,0.992342
proactive (this run),7888.458,0.992342
proactive (this run),7896.214,0.992354
proactive (this run),7906.585,0.992377
proactive (this run),7915.834,0.992378
proactive (this run),7924.845,0.992365
proactive (this run),7932.366,0.992365
proactive (this run),7936.385,0.992371
proactive (this run),7942.778,0.992377
proactive (this run),7955.392,0.992389
proactive (this run),7960.594,0.992348
proactive (this run),7968.397,0.992342
proactive (this run),7975.949,0.992324
proactive (this run),7986.980,0.992324
proactive (this run),7992.264,0.992321
proactive (this run),7999.723,0.992295
proactive (this run),8008.644,0.992289
proactive (this run),8016.024,0.992277
proactive (this run),8019.730,0.992311
proactive (this run),8030.829,0.992324
proactive (this run),8038.518,0.992324
proactive (this run),8046.180,0.992326
proactive (this run),8056.636,0.992330
proactive (this run),8065.268,0.992342
proactive (this run),8073.466,0.992348
proactive (this run),8076.326,0.992330
proactive (this run),8089.031,0.992307
proactive (this run),8096.400,0.992313
proactive (this run),8107.297,0.992315
proactive (this run),8112.277,0.992330
proactive (this run),8120.340,0.992342
proactive (this run),8133.233,0.992342
proactive (this run),8144.228,0.992375
proactive (this run),8159.367,0.992381
proactive (this run),8167.327,0.992397
proactive (this run),8170.770,0.992375
proactive (this run),8179.383,0.992355
proactive (this run),8184.572,0.992375
proactive (this run),8192.226,0.992377
proactive (this run),8209.959,0.992375
proactive (this run),8214.992,0.992348
proactive (this run),8232.171,0.992350
proactive (this run),8243.905,0.992342
proactive (this run),8253.375,0.992286
proactive (this run),8257.484,0.992287
proactive (this run),8266.582,0.992282
proactive (this run),8274.441,0.992268
proactive (this run),8282.059,0.992295
proactive (this run),8291.879,0.992330
proactive (this run),8301.928,0.992324
proactive (this run),8316.672,0.992335
proactive (this run),8324.780,0.992342
proactive (this run),8334.129,0.992342
proactive (this run),8340.581,0.992342
proactive (this run),8348.571,0.992349
proactive (this run),8351.752,0.992330
proactive (this run),8361.577,0.992307
proactive (this run),8368.988,0.992313
proactive (this run),8382.063,0.992318
proactive (this run),8386.367,0.992330
proactive (this run),8394.514,0.992342
proactive (this run),8403.500,0.992342
proactive (this run),8413.446,0.992375
proactive (this run),8425.108,0.992375
proactive (this run),8431.983,0.992382
proactive (this run),8435.248,0.992365
proactive (this run),8441.417,0.992358
proactive (this run),8445.945,0.992378
proactive (this run),8454.705,0.992377
proactive (this run),8463.826,0.992389
proactive (this run),8467.424,0.992363
proactive (this run),8480.497,0.992347
proactive (this run),8489.407,0.992331
proactive (this run),8497.325,0.992324
proactive (this run),8502.641,0.992324
proactive (this run),8510.983,0.992295
proactive (this run),8518.243,0.992289
proactive (this run),8527.984,0.992295
proactive (this run),8531.363,0.992330
proactive (this run),8540.107,0.992326
proactive (this run),8550.219,0.992324
proactive (this run),8556.210,0.992326
proactive (this run),8563.592,0.992330
proactive (this run),8570.447,0.992331
proactive (this run),8578.539,0.992348
proactive (this run),8583.261,0.992331
proactive (this run),8590.343,0.992337
proactive (this run),8598.463,0.992311
proactive (this run),8608.135,0.992311
proactive (this run),8612.813,0.992331
proactive (this run),8621.530,0.992331
proactive (this run),8631.245,0.992342
proactive (this run),8643.295,0.992375
proactive (this run),8654.298,0.992375
proactive (this run),8664.025,0.992382
proactive (this run),8668.885,0.992375
proactive (this run),8678.714,0.992355
proactive (this run),8683.180,0.992375
proactive (this run),8693.915,0.992382
proactive (this run),8708.088,0.992375
proactive (this run),8713.020,0.992348
proactive (this run),8721.457,0.992342
proactive (this run),8729.155,0.992335
proactive (this run),8736.718,0.992324
proactive (this run),8742.656,0.992324
proactive (this run),8752.230,0.992295
proactive (this run),8759.449,0.992289
proactive (this run),8768.154,0.992277
proactive (this run),8773.514,0.992330
proactive (this run),8782.644,0.992324
proactive (this run),8791.752,0.992324
proactive (this run),8799.609,0.992336
proactive (this run),8808.072,0.992330
proactive (this run),8814.693,0.992342
proactive (this run),8821.196,0.992348
proactive (this run),8824.371,0.992331
proactive (this run),8833.259,0.992337
proactive (this run),8841.902,0.992311
proactive (this run),8848.755,0.992311
proactive (this run),8853.145,0.992331
proactive (this run),8862.055,0.992331
proactive (this run),8869.939,0.992342
proactive (this run),8878.355,0.992358
proactive (this run),8889.617,0.992377
proactive (this run),8896.959,0.992377
proactive (this run),8901.888,0.992363
proactive (this run),8911.112,0.992365
proactive (this run),8915.451,0.992371
proactive (this run),8923.365,0.992377
proactive (this run),8936.998,0.992389
proactive (this run),8941.624,0.992348
proactive (this run),8952.743,0.992342
proactive (this run),8962.045,0.992335
proactive (this run),8970.625,0.992324
proactive (this run),8979.047,0.992302
proactive (this run),8987.839,0.992282
proactive (this run),8995.370,0.992289
proactive (this run),9003.284,0.992295
proactive (this run),9012.332,0.992330
proactive (this run),9019.172,0.992324
proactive (this run),9028.614,0.992324
proactive (this run),9036.974,0.992336
proactive (this run),9046.475,0.992330
proactive (this run),9056.613,0.992342
proactive (this run),9064.571,0.992349
proactive (this run),9068.160,0.992330
proactive (this run),9075.869,0.992307
proactive (this run),9085.218,0.992313
proactive (this run),9092.694,0.992318
proactive (this run),9096.228,0.992331
proactive (this run),9104.352,0.992331
proactive (this run),9115.883,0.992342
proactive (this run),9124.415,0.992358
proactive (this run),9134.158,0.992377
proactive (this run),9141.709,0.992377
proactive (this run),9145.699,0.992365
proactive (this run),9155.094,0.992365
proactive (this run),9159.055,0.992371
proactive (this run),9166.594,0.992377
proactive (this run),9177.163,0.992389
proactive (this run),9182.024,0.992363
proactive (this run),9190.503,0.992347
proactive (this run),9199.058,0.992331
proactive (this run),9207.388,0.992324
proactive (this run),9212.774,0.992321
proactive (this run),9222.626,0.992295
proactive (this run),9229.787,0.992289
proactive (this run),9236.065,0.992295
proactive (this run),9239.147,0.992311
proactive (this run),9248.002,0.992326
proactive (this run),9256.156,0.992316
proactive (this run),9263.554,0.992326
proactive (this run),9271.741,0.992326
proactive (this run),9278.742,0.992331
proactive (this run),9286.045,0.992347
proactive (this run),9289.224,0.992332
proactive (this run),9299.408,0.992307
proactive (this run),9309.579,0.992313
proactive (this run),9318.292,0.992318
proactive (this run),9322.282,0.992331
proactive (this run),9330.739,0.992331
proactive (this run),9340.234,0.992342
proactive (this run),9352.246,0.992375
proactive (this run),9361.626,0.992375
proactive (this run),9370.183,0.992382
proactive (this run),9377.431,0.992365
proactive (this run),9386.035,0.992355
proactive (this run),9390.501,0.992371
proactive (this run),9400.170,0.992377
proactive (this run),9410.925,0.992389
proactive (this run),9417.450,0.992348
proactive (this run),9427.882,0.992342
proactive (this run),9437.151,0.992324
proactive (this run),9447.068,0.992328
proactive (this run),9452.518,0.992302
proactive (this run),9462.696,0.992282
proactive (this run),9472.362,0.992268
proactive (this run),9480.700,0.992295
proactive (this run),9483.773,0.992330
proactive (this run),9495.402,0.992324
proactive (this run),9506.380,0.992324
proactive (this run),9513.320,0.992342
proactive (this run),9525.417,0.992342
proactive (this run),9534.656,0.992342
proactive (this run),9541.979,0.992349
proactive (this run),9545.343,0.992295
proactive (this run),9557.451,0.992308
proactive (this run),9563.292,0.992313
proactive (this run),9572.150,0.992318
proactive (this run),9576.196,0.992330
proactive (this run),9583.841,0.992331
proactive (this run),9594.014,0.992342
proactive (this run),9604.049,0.992354
proactive (this run),9618.883,0.992375
proactive (this run),9629.543,0.992382
proactive (this run),9633.746,0.992375
proactive (this run),9643.246,0.992355
proactive (this run),9648.082,0.992375
proactive (this run),9656.541,0.992382
proactive (this run),9668.467,0.992375
proactive (this run),9672.010,0.992348
proactive (this run),9686.694,0.992342
proactive (this run),9697.536,0.992335
proactive (this run),9706.683,0.992328
proactive (this run),9711.057,0.992302
proactive (this run),9718.476,0.992282
proactive (this run),9726.019,0.992289
proactive (this run),9733.200,0.992295
proactive (this run),9735.734,0.992330
proactive (this run),9743.948,0.992326
proactive (this run),9758.001,0.992324
proactive (this run),9765.870,0.992326
proactive (this run),9774.443,0.992330
proactive (this run),9783.989,0.992342
proactive (this run),9790.607,0.992348
proactive (this run),9794.309,0.992330
proactive (this run),9808.633,0.992308
proactive (this run),9815.056,0.992313
proactive (this run),9824.710,0.992318
proactive (this run),9828.537,0.992330
proactive (this run),9837.202,0.992342
proactive (this run),9848.718,0.992342
proactive (this run),9858.797,0.992375
proactive (this run),9869.310,0.992375
proactive (this run),9877.144,0.992382
proactive (this run),9881.190,0.992365
proactive (this run),9891.151,0.992355
proactive (this run),9895.786,0.992371
proactive (this run),9904.287,0.992377
proactive (this run),9918.080,0.992389
proactive (this run),9922.157,0.992348
proactive (this run),9936.266,0.992342
proactive (this run),9945.625,0.992335
proactive (this run),9955.034,0.992328
proactive (this run),9960.813,0.992302
proactive (this run),9972.893,0.992282
proactive (this run),9983.397,0.992287
proactive (this run),9993.585,0.992295
proactive (this run),9998.502,0.992328
proactive (this run),10006.476,0.992335
proactive (this run),10020.051,0.992335
proactive (this run),10027.443,0.992342
proactive (this run),10038.028,0.992342
proactive (this run),10043.947,0.992342
proactive (this run),10051.434,0.992348
proactive (this run),10054.936,0.992330
proactive (this run),10065.317,0.992307
proactive (this run),10075.601,0.992313
proactive (this run),10085.350,0.992318
proactive (this run),10088.811,0.992330
proactive (this run),10098.541,0.992342
proactive (this run),10111.111,0.992342
proactive (this run),10122.772,0.992375
proactive (this run),10135.155,0.992375
proactive (this run),10144.166,0.992382
proactive (this run),10148.429,0.992375
proactive (this run),10158.061,0.992355
proactive (this run),10162.977,0.992375
proactive (this run),10172.741,0.992382
proactive (this run),10185.549,0.992375
proactive (this run),10190.297,0.992348
proactive (this run),10203.531,0.992342
proactive (this run),10213.303,0.992335
proactive (this run),10221.768,0.992328
proactive (this run),10227.531,0.992302
proactive (this run),10237.051,0.992282
proactive (this run),10245.646,0.992268
proactive (this run),10254.039,0.992295
proactive (this run),10258.041,0.992330
proactive (this run),10269.942,0.992324
proactive (this run),10278.101,0.992324
proactive (this run),10284.768,0.992336
proactive (this run),10293.189,0.992330
proactive (this run),10300.243,0.992342
proactive (this run),10306.869,0.992348
proactive (this run),10309.791,0.992331
proactive (this run),10318.251,0.992307
proactive (this run),10325.427,0.992311
proactive (this run),10333.406,0.992311
proactive (this run),10337.353,0.992323
proactive (this run),10344.682,0.992332
proactive (this run),10357.002,0.992342
proactive (this run),10366.477,0.992358
proactive (this run),10381.897,0.992375
proactive (this run),10387.601,0.992382
proactive (this run),10393.846,0.992375
proactive (this run),10401.645,0.992355
proactive (this run),10405.787,0.992375
proactive (this run),10413.081,0.992377
proactive (this run),10423.454,0.992389
proactive (this run),10427.143,0.992348
proactive (this run),10435.337,0.992347
proactive (this run),10446.790,0.992331
proactive (this run),10455.097,0.992324
proactive (this run),10459.980,0.992321
proactive (this run),10469.433,0.992295
proactive (this run),10479.550,0.992289
proactive (this run),10490.152,0.992295
proactive (this run),10493.161,0.992330
proactive (this run),10506.638,0.992324
proactive (this run),10515.896,0.992335
proactive (this run),10522.989,0.992342
proactive (this run),10529.932,0.992342
proactive (this run),10538.759,0.992342
proactive (this run),10546.017,0.992348
proactive (this run),10549.159,0.992331
proactive (this run),10559.743,0.992307
proactive (this run),10566.458,0.992311
proactive (this run),10573.656,0.992311
proactive (this run),10578.010,0.992331
proactive (this run),10586.677,0.992331
proactive (this run),10599.155,0.992342
proactive (this run),10609.452,0.992375
proactive (this run),10622.428,0.992373
proactive (this run),10627.937,0.826984
proactive (this run),10632.555,0.850596
proactive (this run),10639.100,0.826958
proactive (this run),10642.077,0.850602
proactive (this run),10648.770,0.850607
proactive (this run),10660.190,0.850619
proactive (this run),10665.448,0.868315
proactive (this run),10673.313,0.868299
proactive (this run),10680.894,0.882072
proactive (this run),10694.911,0.992324
proactive (this run),10699.184,0.992324
proactive (this run),10708.863,0.992282
proactive (this run),10717.140,0.992289
proactive (this run),10728.499,0.992295
proactive (this run),10731.782,0.992330
proactive (this run),10739.219,0.992324
proactive (this run),10748.593,0.992324
proactive (this run),10757.103,0.992336
proactive (this run),10765.451,0.992330
proactive (this run),10774.779,0.992342
proactive (this run),10782.154,0.992348
proactive (this run),10787.282,0.992331
proactive (this run),10794.555,0.992307
proactive (this run),10802.130,0.992313
proactive (this run),10810.280,0.992318
proactive (this run),10813.898,0.992331
proactive (this run),10820.523,0.992331
proactive (this run),10831.496,0.992342
proactive (this run),10841.440,0.992358
proactive (this run),10851.747,0.992377
proactive (this run),10860.911,0.992377
proactive (this run),10864.647,0.992365
proactive (this run),10872.904,0.992365
proactive (this run),10877.162,0.992371
proactive (this run),10885.309,0.992377
proactive (this run),10895.729,0.992389
proactive (this run),10901.629,0.992348
proactive (this run),10911.908,0.992342
proactive (this run),10922.836,0.992324
proactive (this run),10933.203,0.992328
proactive (this run),10939.247,0.992302
proactive (this run),10949.098,0.992282
proactive (this run),10957.848,0.992268
proactive (this run),10967.696,0.992295
proactive (this run),10970.958,0.992330
proactive (this run),10979.593,0.992324
proactive (this run),10988.930,0.992324
proactive (this run),10995.668,0.992336
proactive (this run),11005.055,0.992330
proactive (this run),11013.105,0.992342
proactive (this run),11020.516,0.992348
proactive (this run),11024.342,0.992331
proactive (this run),11039.360,0.992307
proactive (this run),11047.013,0.992313
proactive (this run),11056.432,0.992315
proactive (this run),11060.616,0.992330
proactive (this run),11069.193,0.992342
proactive (this run),11080.052,0.992342
proactive (this run),11092.436,0.992375
proactive (this run),11103.221,0.992375
proactive (this run),11111.631,0.992382
proactive (this run),11115.439,0.992365
proactive (this run),11123.151,0.992355
proactive (this run),11127.734,0.992371
proactive (this run),11135.437,0.992377
proactive (this run),11147.219,0.992389
proactive (this run),11151.930,0.992363
proactive (this run),11165.123,0.992342
proactive (this run),11172.103,0.992324
proactive (this run),11180.912,0.992324
proactive (this run),11186.204,0.992324
proactive (this run),11193.369,0.992295
proactive (this run),11206.231,0.992289
proactive (this run),11215.011,0.992295
proactive (this run),11218.184,0.992330
proactive (this run),11227.508,0.992324
proactive (this run),11238.161,0.992324
proactive (this run),11245.887,0.992336
proactive (this run),11255.956,0.992342
proactive (this run),11266.271,0.992342
proactive (this run),11273.272,0.992348
proactive (this run),11277.172,0.992330
proactive (this run),11286.153,0.992307
proactive (this run),11292.048,0.992313
proactive (this run),11301.318,0.992318
proactive (this run),11305.165,0.992331
proactive (this run),11312.196,0.992331
proactive (this run),11322.495,0.992342
proactive (this run),11331.699,0.992358
proactive (this run),11343.427,0.992377
proactive (this run),11351.395,0.992377
proactive (this run),11355.131,0.992365
proactive (this run),11362.878,0.992365
proactive (this run),11366.731,0.992371
proactive (this run),11374.186,0.992377
proactive (this run),11384.680,0.992389
proactive (this run),11388.576,0.992363
proactive (this run),11399.003,0.992347
proactive (this run),11407.797,0.992331
proactive (this run),11420.077,0.992324
proactive (this run),11427.274,0.992302
proactive (this run),11440.395,0.992282
proactive (this run),11448.984,0.992287
proactive (this run),11459.530,0.992287
proactive (this run),11462.317,0.992328
proactive (this run),11472.137,0.992335
proactive (this run),11481.046,0.992335
proactive (this run),11486.006,0.992336
proactive (this run),11493.951,0.992330
proactive (this run),11500.759,0.992342
proactive (this run),11508.434,0.992347
proactive (this run),11511.731,0.992331
proactive (this run),11519.548,0.992337
proactive (this run),11525.043,0.992311
proactive (this run),11536.239,0.992311
proactive (this run),11540.235,0.992323
proactive (this run),11548.146,0.992331
proactive (this run),11556.209,0.992342
proactive (this run),11566.686,0.992358
proactive (this run),11579.647,0.992375
proactive (this run),11588.483,0.992382
proactive (this run),11594.670,0.992365
proactive (this run),11606.298,0.992355
proactive (this run),11610.044,0.992375
proactive (this run),11618.877,0.992382
proactive (this run),11631.082,0.992375
proactive (this run),11635.785,0.992348
proactive (this run),11646.463,0.992342
proactive (this run),11654.509,0.992324
proactive (this run),11663.181,0.992324
proactive (this run),11668.921,0.992324
proactive (this run),11676.467,0.992295
proactive (this run),11686.424,0.992289
proactive (this run),11695.015,0.992277
proactive (this run),11698.647,0.992330
proactive (this run),11704.631,0.992326
proactive (this run),11712.981,0.992316
proactive (this run),11722.905,0.992326
proactive (this run),11732.703,0.992330
proactive (this run),11739.914,0.992342
proactive (this run),11746.563,0.992348
proactive (this run),11749.941,0.992331
proactive (this run),11760.581,0.992307
proactive (this run),11765.789,0.992313
proactive (this run),11775.579,0.992318
proactive (this run),11779.646,0.992331
proactive (this run),11787.700,0.992331
proactive (this run),11798.779,0.992342
proactive (this run),11807.414,0.992354
proactive (this run),11818.782,0.992377
proactive (this run),11825.200,0.992377
proactive (this run),11829.209,0.992365
proactive (this run),11835.347,0.992358
proactive (this run),11838.955,0.992378
proactive (this run),11848.432,0.992377
proactive (this run),11859.423,0.992389
proactive (this run),11863.074,0.992363
proactive (this run),11871.533,0.992347
proactive (this run),11880.429,0.992331
proactive (this run),11889.469,0.992324
proactive (this run),11894.262,0.992321
proactive (this run),11903.143,0.992295
proactive (this run),11914.001,0.992289
proactive (this run),11922.597,0.992277
proactive (this run),11927.570,0.992330
proactive (this run),11934.388,0.992324
proactive (this run),11943.386,0.992324
proactive (this run),11951.164,0.992336
proactive (this run),11958.786,0.992330
proactive (this run),11968.269,0.992342
proactive (this run),11974.508,0.992348
proactive (this run),11978.428,0.992331
proactive (this run),11986.829,0.992337
proactive (this run),11995.376,0.992313
proactive (this run),12005.179,0.992318
proactive (this run),12011.134,0.992331
proactive (this run),12020.765,0.992342
proactive (this run),12028.452,0.992342
proactive (this run),12039.950,0.992375
proactive (this run),12051.226,0.992375
proactive (this run),12058.379,0.992382
proactive (this run),12062.577,0.992365
proactive (this run),12071.947,0.992355
proactive (this run),12076.092,0.992371
proactive (this run),12083.047,0.992377
proactive (this run),12097.824,0.992389
proactive (this run),12102.323,0.992348
proactive (this run),12114.998,0.992342
proactive (this run),12124.983,0.992335
proactive (this run),12133.680,0.992328
proactive (this run),12138.369,0.992302
proactive (this run),12146.757,0.992282
proactive (this run),12155.911,0.992289
proactive (this run),12164.412,0.992295
proactive (this run),12167.601,0.992330
proactive (this run),12177.998,0.992324
proactive (this run),12187.849,0.992324
proactive (this run),12194.572,0.992336
proactive (this run),12202.354,0.992330
proactive (this run),12208.474,0.992342
proactive (this run),12215.255,0.992347
proactive (this run),12218.389,0.992331
proactive (this run),12227.828,0.992307
proactive (this run),12235.715,0.992311
proactive (this run),12246.087,0.992311
proactive (this run),12250.860,0.992331
proactive (this run),12259.175,0.992331
proactive (this run),12268.508,0.992342
proactive (this run),12277.853,0.992354
proactive (this run),12290.081,0.992375
proactive (this run),12297.342,0.992382
proactive (this run),12300.646,0.992365
proactive (this run),12308.077,0.992365
proactive (this run),12311.763,0.992371
proactive (this run),12319.501,0.992377
proactive (this run),12330.647,0.992389
proactive (this run),12334.192,0.992363
proactive (this run),12344.486,0.992347
proactive (this run),12351.658,0.992331
proactive (this run),12361.214,0.992324
proactive (this run),12368.344,0.992324
proactive (this run),12377.271,0.992295
proactive (this run),12384.866,0.992289
proactive (this run),12393.714,0.992277
proactive (this run),12396.861,0.992330
proactive (this run),12404.975,0.992324
proactive (this run),12415.835,0.992324
proactive (this run),12420.064,0.992326
proactive (this run),12428.045,0.992326
proactive (this run),12436.091,0.992331
proactive (this run),12443.654,0.992347
proactive (this run),12446.641,0.992331
proactive (this run),12454.198,0.992337
proactive (this run),12461.313,0.992311
proactive (this run),12469.612,0.992311
proactive (this run),12473.544,0.992323
proactive (this run),12483.445,0.992331
proactive (this run),12493.919,0.992342
proactive (this run),12502.668,0.992358
proactive (this run),12512.503,0.992377
proactive (this run),12520.615,0.992377
proactive (this run),12524.771,0.992365
proactive (this run),12531.479,0.992365
proactive (this run),12534.740,0.992371
proactive (this run),12542.732,0.992373
proactive (this run),12554.395,0.992389
proactive (this run),12560.048,0.992363
proactive (this run),12572.805,0.992342
proactive (this run),12580.066,0.992331
proactive (this run),12588.668,0.992324
proactive (this run),12593.288,0.992324
proactive (this run),12599.873,0.992295
proactive (this run),12608.671,0.992289
proactive (this run),12616.475,0.992277
proactive (this run),12619.431,0.992311
proactive (this run),12626.702,0.992326
proactive (this run),12634.537,0.992316
proactive (this run),12641.346,0.992326
proactive (this run),12648.663,0.992318
proactive (this run),12655.682,0.992331
proactive (this run),12662.851,0.992347
proactive (this run),12667.348,0.992332
proactive (this run),12676.230,0.992337
proactive (this run),12682.502,0.992311
proactive (this run),12690.653,0.992311
proactive (this run),12694.412,0.992323
proactive (this run),12702.251,0.992331
proactive (this run),12711.020,0.992342
proactive (this run),12718.631,0.992358
proactive (this run),12729.392,0.992377
proactive (this run),12735.666,0.992378
proactive (this run),12739.058,0.992363
proactive (this run),12746.479,0.992358
proactive (this run),12749.924,0.992370
proactive (this run),12757.396,0.992373
proactive (this run),12773.578,0.992389
proactive (this run),12778.663,0.992348
proactive (this run),12790.508,0.992342
proactive (this run),12797.362,0.992324
proactive (this run),12805.932,0.992324
proactive (this run),12811.451,0.992302
proactive (this run),12821.029,0.992282
proactive (this run),12829.249,0.992289
proactive (this run),12837.748,0.992277
proactive (this run),12841.324,0.992330
proactive (this run),12849.517,0.992326
proactive (this run),12859.124,0.992324
proactive (this run),12864.643,0.992326
proactive (this run),12870.960,0.992326
proactive (this run),12877.033,0.992331
proactive (this run),12882.702,0.992347
proactive (this run),12885.722,0.992332
proactive (this run),12893.030,0.992337
proactive (this run),12900.393,0.992337
proactive (this run),12908.288,0.992309
proactive (this run),12912.233,0.992323
proactive (this run),12919.175,0.992332
proactive (this run),12932.465,0.992342
proactive (this run),12943.168,0.992354
proactive (this run),12956.170,0.992375
proactive (this run),12965.747,0.992382
proactive (this run),12969.555,0.992375
proactive (this run),12976.996,0.992355
proactive (this run),12980.807,0.992375
proactive (this run),12990.363,0.992377
proactive (this run),13003.851,0.992375
proactive (this run),13008.126,0.992348
proactive (this run),13018.076,0.992342
proactive (this run),13026.574,0.992324
proactive (this run),13034.912,0.992324
proactive (this run),13041.341,0.992302
proactive (this run),13049.206,0.992295
proactive (this run),13056.038,0.992289
proactive (this run),13064.043,0.992277
proactive (this run),13066.716,0.992311
proactive (this run),13074.773,0.992326
proactive (this run),13086.664,0.992324
proactive (this run),13095.180,0.992336
proactive (this run),13102.729,0.992330
proactive (this run),13109.135,0.992331
proactive (this run),13121.976,0.992348
proactive (this run),13125.502,0.992330
proactive (this run),13136.143,0.992308
proactive (this run),13145.286,0.992313
proactive (this run),13154.031,0.992318
proactive (this run),13158.806,0.992330
proactive (this run),13165.019,0.992342
proactive (this run),13174.034,0.992342
proactive (this run),13186.733,0.992375
proactive (this run),13197.583,0.992375
proactive (this run),13204.417,0.992377
proactive (this run),13208.257,0.992365
proactive (this run),13217.729,0.992365
proactive (this run),13221.748,0.992371
proactive (this run),13228.137,0.992377
proactive (this run),13239.265,0.992389
proactive (this run),13243.447,0.992363
proactive (this run),13252.261,0.992347
proactive (this run),13259.928,0.992331
proactive (this run),13269.052,0.992324
proactive (this run),13273.885,0.992321
proactive (this run),13282.678,0.992295
