series,t_seconds,value
reactive (sibling),3209.469,0.992389
reactive (sibling),3214.590,0.992348
reactive (sibling),3223.126,0.992347
reactive (sibling),3229.870,0.992331
reactive (sibling),3236.838,0.992316
reactive (sibling),3242.019,0.992321
reactive (sibling),3249.813,0.992316
reactive (sibling),3257.700,0.992300
reactive (sibling),3264.586,0.992295
reactive (sibling),3266.045,0.992323
reactive (sibling),3271.708,0.992309
reactive (sibling),3281.396,0.992318
reactive (sibling),3289.752,0.992318
reactive (sibling),3296.815,0.992318
reactive (sibling),3304.316,0.992331
reactive (sibling),3310.434,0.992347
reactive (sibling),3312.578,0.992332
reactive (sibling),3321.146,0.992337
reactive (sibling),3328.591,0.992311
reactive (sibling),3336.844,0.992311
reactive (sibling),3341.631,0.992331
reactive (sibling),3351.553,0.992331
reactive (sibling),3359.788,0.992342
reactive (sibling),3369.726,0.992358
reactive (sibling),3380.615,0.992377
reactive (sibling),3385.596,0.992377
reactive (sibling),3388.829,0.992365
reactive (sibling),3397.613,0.992365
reactive (sibling),3401.546,0.992378
reactive (sibling),3409.767,0.992373
reactive (sibling),3422.162,0.992389
reactive (sibling),3426.225,0.992363
reactive (sibling),3436.286,0.992347
reactive (sibling),3442.223,0.992331
reactive (sibling),3450.929,0.992324
reactive (sibling),3454.760,0.992321
reactive (sibling),3461.120,0.992316
reactive (sibling),3468.439,0.992300
reactive (sibling),3475.812,0.992295
reactive (sibling),3483.488,0.992311
reactive (sibling),3490.072,0.992326
reactive (sibling),3498.417,0.992316
reactive (sibling),3505.714,0.992326
reactive (sibling),3512.266,0.992326
reactive (sibling),3518.434,0.992331
reactive (sibling),3525.098,0.992347
reactive (sibling),3527.522,0.992332
reactive (sibling),3537.977,0.992337
reactive (sibling),3546.313,0.992311
reactive (sibling),3552.127,0.992311
reactive (sibling),3554.761,0.992323
reactive (sibling),3561.216,0.992332
reactive (sibling),3568.621,0.992332
reactive (sibling),3578.339,0.992356
reactive (sibling),3591.503,0.992377
reactive (sibling),3597.771,0.992378
reactive (sibling),3601.254,0.992363
reactive (sibling),3607.705,0.992358
reactive (sibling),3610.778,0.992370
reactive (sibling),3619.846,0.992373
reactive (sibling),3633.898,0.992389
reactive (sibling),3637.982,0.992363
reactive (sibling),3649.855,0.992347
reactive (sibling),3657.162,0.992331
reactive (sibling),3664.332,0.992324
reactive (sibling),3669.863,0.992324
reactive (sibling),3675.056,0.992295
reactive (sibling),3684.185,0.992289
reactive (sibling),3691.568,0.992295
reactive (sibling),3694.032,0.992311
reactive (sibling),3701.296,0.992326
reactive (sibling),3710.826,0.992316
reactive (sibling),3717.681,0.992326
reactive (sibling),3725.465,0.992326
reactive (sibling),3733.147,0.992331
reactive (sibling),3739.229,0.992347
reactive (sibling),3743.251,0.992332
reactive (sibling),3752.698,0.992337
reactive (sibling),3763.087,0.992313
reactive (sibling),3773.110,0.992318
reactive (sibling),3779.110,0.992330
reactive (sibling),3785.982,0.992342
reactive (sibling),3797.141,0.992342
reactive (sibling),3807.692,0.992375
reactive (sibling),3816.390,0.992375
reactive (sibling),3822.843,0.992377
reactive (sibling),3829.216,0.992365
reactive (sibling),3838.371,0.992365
reactive (sibling),3841.187,0.992371
reactive (sibling),3850.623,0.992377
reactive (sibling),3864.041,0.992389
reactive (sibling),3867.427,0.992363
reactive (sibling),3876.308,0.992347
reactive (sibling),3882.602,0.992331
reactive (sibling),3892.202,0.992324
reactive (sibling),3898.928,0.992324
reactive (sibling),3908.469,0.992295
reactive (sibling),3914.704,0.992289
reactive (sibling),3922.450,0.992295
reactive (sibling),3925.655,0.992311
reactive (sibling),3933.642,0.992326
reactive (sibling),3941.003,0.992316
reactive (sibling),3949.496,0.992326
reactive (sibling),3958.115,0.992326
reactive (sibling),3965.569,0.992331
reactive (sibling),3973.827,0.992347
reactive (sibling),3976.984,0.992331
reactive (sibling),3986.455,0.992307
reactive (sibling),3992.434,0.992311
reactive (sibling),4001.126,0.992318
reactive (sibling),4005.629,0.992331
reactive (sibling),4012.680,0.992331
reactive (sibling),4020.890,0.992342
reactive (sibling),4029.796,0.992358
reactive (sibling),4040.182,0.992377
reactive (sibling),4049.017,0.992377
reactive (sibling),4052.672,0.992365
reactive (sibling),4059.559,0.992358
reactive (sibling),4063.095,0.992378
reactive (sibling),4070.346,0.992373
reactive (sibling),4083.455,0.992389
reactive (sibling),4087.653,0.992363
reactive (sibling),4098.322,0.992347
reactive (sibling),4104.898,0.992331
reactive (sibling),4114.070,0.992324
reactive (sibling),4120.182,0.992324
reactive (sibling),4128.756,0.992295
reactive (sibling),4136.356,0.992289
reactive (sibling),4143.938,0.992277
reactive (sibling),4148.479,0.992330
reactive (sibling),4157.857,0.992326
reactive (sibling),4167.422,0.992324
reactive (sibling),4174.691,0.992336
reactive (sibling),4183.187,0.992330
reactive (sibling),4191.049,0.992342
reactive (sibling),4198.997,0.992348
reactive (sibling),4202.714,0.992331
reactive (sibling),4209.918,0.992307
reactive (sibling),4214.732,0.992311
reactive (sibling),4224.510,0.992311
reactive (sibling),4229.228,0.992331
reactive (sibling),4237.669,0.992331
reactive (sibling),4247.601,0.992342
reactive (sibling),4256.511,0.992358
reactive (sibling),4266.568,0.992377
reactive (sibling),4275.659,0.992382
reactive (sibling),4277.919,0.992365
reactive (sibling),4285.051,0.992365
reactive (sibling),4290.505,0.992371
reactive (sibling),4300.062,0.992377
reactive (sibling),4313.089,0.992389
reactive (sibling),4317.623,0.992348
reactive (sibling),4328.590,0.992342
reactive (sibling),4340.069,0.992335
reactive (sibling),4348.797,0.992328
reactive (sibling),4354.608,0.992302
reactive (sibling),4363.719,0.992282
reactive (sibling),4372.634,0.992289
reactive (sibling),4380.014,0.992295
reactive (sibling),4383.889,0.992330
reactive (sibling),4392.292,0.992324
reactive (sibling),4400.177,0.992324
reactive (sibling),4405.136,0.992326
reactive (sibling),4411.278,0.992326
reactive (sibling),4417.193,0.992331
reactive (sibling),4426.289,0.992347
reactive (sibling),4428.806,0.992332
reactive (sibling),4439.397,0.992337
reactive (sibling),4448.693,0.992311
reactive (sibling),4455.984,0.992311
reactive (sibling),4459.579,0.992323
reactive (sibling),4469.184,0.992331
reactive (sibling),4477.670,0.992342
reactive (sibling),4487.803,0.992354
reactive (sibling),4497.991,0.992377
reactive (sibling),4505.650,0.992377
reactive (sibling),4509.539,0.992365
reactive (sibling),4519.612,0.992355
reactive (sibling),4524.075,0.992371
reactive (sibling),4533.479,0.992377
reactive (sibling),4542.982,0.992389
reactive (sibling),4550.804,0.992348
reactive (sibling),4557.054,0.992347
reactive (sibling),4566.412,0.992324
reactive (sibling),4575.221,0.992324
reactive (sibling),4582.525,0.992324
reactive (sibling),4592.382,0.992295
reactive (sibling),4601.497,0.992289
reactive (sibling),4609.996,0.992277
reactive (sibling),4612.657,0.992330
reactive (sibling),4619.265,0.992324
reactive (sibling),4630.543,0.992324
reactive (sibling),4636.270,0.992336
reactive (sibling),4646.141,0.992330
reactive (sibling),4656.207,0.992342
reactive (sibling),4662.936,0.992348
reactive (sibling),4666.154,0.992331
reactive (sibling),4673.854,0.992307
reactive (sibling),4678.995,0.992311
reactive (sibling),4686.855,0.992311
reactive (sibling),4690.889,0.992331
reactive (sibling),4700.004,0.992331
reactive (sibling),4707.308,0.992342
reactive (sibling),4714.341,0.992356
reactive (sibling),4727.749,0.992377
reactive (sibling),4734.207,0.992377
reactive (sibling),4739.716,0.992365
reactive (sibling),4748.464,0.992365
reactive (sibling),4752.433,0.992371
reactive (sibling),4759.805,0.992373
reactive (sibling),4770.993,0.992389
reactive (sibling),4775.662,0.992348
reactive (sibling),4785.201,0.992347
reactive (sibling),4793.906,0.992331
reactive (sibling),4804.823,0.992324
reactive (sibling),4808.486,0.992324
reactive (sibling),4822.123,0.992282
reactive (sibling),4833.232,0.992268
reactive (sibling),4842.647,0.992295
reactive (sibling),4845.275,0.992328
reactive (sibling),4855.037,0.992335
reactive (sibling),4864.870,0.992335
reactive (sibling),4872.836,0.992342
reactive (sibling),4881.369,0.992330
reactive (sibling),4892.720,0.992342
reactive (sibling),4900.305,0.992348
reactive (sibling),4903.014,0.992330
reactive (sibling),4911.871,0.992307
reactive (sibling),4920.008,0.992313
reactive (sibling),4927.844,0.992318
reactive (sibling),4931.736,0.992331
reactive (sibling),4938.390,0.992331
reactive (sibling),4947.812,0.992342
reactive (sibling),4955.561,0.992358
reactive (sibling),4968.235,0.992377
reactive (sibling),4974.434,0.992377
reactive (sibling),4978.430,0.992363
reactive (sibling),4985.227,0.992358
reactive (sibling),4987.953,0.992378
reactive (sibling),4996.241,0.992373
reactive (sibling),5014.873,0.992389
reactive (sibling),5022.405,0.992348
reactive (sibling),5031.676,0.992342
reactive (sibling),5041.681,0.992335
reactive (sibling),5052.567,0.992303
reactive (sibling),5059.116,0.992287
reactive (sibling),5066.438,0.992282
reactive (sibling),5078.310,0.992268
reactive (sibling),5086.142,0.992295
reactive (sibling),5091.172,0.992330
reactive (sibling),5100.353,0.992324
reactive (sibling),5108.224,0.992324
reactive (sibling),5114.711,0.992336
reactive (sibling),5122.184,0.992330
reactive (sibling),5130.598,0.992342
reactive (sibling),5135.750,0.992347
reactive (sibling),5138.789,0.992331
reactive (sibling),5149.328,0.992337
reactive (sibling),5153.888,0.992311
reactive (sibling),5160.900,0.992311
reactive (sibling),5164.526,0.992323
reactive (sibling),5172.379,0.992332
reactive (sibling),5180.434,0.992332
reactive (sibling),5189.155,0.992356
reactive (sibling),5199.696,0.992377
reactive (sibling),5204.120,0.992378
reactive (sibling),5208.118,0.992365
reactive (sibling),5216.921,0.992358
reactive (sibling),5220.262,0.992370
reactive (sibling),5226.503,0.992373
reactive (sibling),5237.891,0.992384
reactive (sibling),5242.213,0.992363
reactive (sibling),5252.963,0.992347
reactive (sibling),5261.050,0.992331
reactive (sibling),5268.015,0.992316
reactive (sibling),5273.957,0.992321
reactive (sibling),5281.942,0.992295
reactive (sibling),5290.646,0.992289
reactive (sibling),5296.893,0.992295
reactive (sibling),5300.066,0.992311
reactive (sibling),5307.644,0.992326
reactive (sibling),5316.413,0.992316
reactive (sibling),5323.007,0.992326
reactive (sibling),5329.968,0.992326
reactive (sibling),5336.505,0.992331
reactive (sibling),5342.220,0.992347
reactive (sibling),5345.499,0.992332
reactive (sibling),5352.534,0.992337
reactive (sibling),5358.023,0.992337
reactive (sibling),5365.182,0.992309
reactive (sibling),5368.956,0.992323
reactive (sibling),5375.616,0.992325
reactive (sibling),5386.063,0.992332
reactive (sibling),5394.684,0.992356
reactive (sibling),5407.751,0.992377
reactive (sibling),5412.375,0.992378
reactive (sibling),5416.662,0.992363
reactive (sibling),5424.004,0.992358
reactive (sibling),5428.550,0.992378
reactive (sibling),5438.014,0.992377
reactive (sibling),5450.744,0.992389
reactive (sibling),5453.463,0.992363
reactive (sibling),5467.185,0.992347
reactive (sibling),5473.981,0.992324
reactive (sibling),5482.453,0.992324
reactive (sibling),5489.649,0.992302
reactive (sibling),5498.980,0.992282
reactive (sibling),5505.921,0.992289
reactive (sibling),5515.826,0.992295
reactive (sibling),5519.000,0.992330
reactive (sibling),5528.009,0.992324
reactive (sibling),5537.840,0.992324
reactive (sibling),5545.432,0.992336
reactive (sibling),5551.461,0.992330
reactive (sibling),5557.785,0.992331
reactive (sibling),5563.771,0.992347
reactive (sibling),5567.675,0.992331
reactive (sibling),5576.139,0.992337
reactive (sibling),5582.984,0.992311
reactive (sibling),5593.223,0.992311
reactive (sibling),5597.232,0.992323
reactive (sibling),5603.551,0.992332
reactive (sibling),5613.439,0.992342
reactive (sibling),5621.381,0.992358
reactive (sibling),5630.994,0.992377
reactive (sibling),5638.563,0.992377
reactive (sibling),5641.404,0.992363
reactive (sibling),5649.971,0.992358
reactive (sibling),5654.270,0.992378
reactive (sibling),5661.616,0.992373
reactive (sibling),5671.991,0.992384
reactive (sibling),5675.212,0.992363
reactive (sibling),5684.126,0.992347
reactive (sibling),5692.643,0.992331
reactive (sibling),5699.666,0.992316
reactive (sibling),5705.058,0.992321
reactive (sibling),5714.889,0.992295
reactive (sibling),5723.696,0.992289
reactive (sibling),5729.942,0.992295
reactive (sibling),5734.653,0.992311
reactive (sibling),5743.664,0.992326
reactive (sibling),5753.802,0.992324
reactive (sibling),5763.598,0.992336
reactive (sibling),5771.515,0.992330
reactive (sibling),5777.044,0.992342
reactive (sibling),5784.420,0.992348
reactive (sibling),5786.936,0.992331
reactive (sibling),5794.195,0.992337
reactive (sibling),5799.234,0.992311
reactive (sibling),5806.031,0.992311
reactive (sibling),5808.949,0.992323
reactive (sibling),5820.362,0.992332
reactive (sibling),5828.843,0.992332
reactive (sibling),5837.360,0.992358
reactive (sibling),5846.249,0.992358
reactive (sibling),5853.231,0.992378
reactive (sibling),5857.168,0.992363
reactive (sibling),5866.543,0.992365
reactive (sibling),5870.176,0.992371
reactive (sibling),5878.774,0.992373
reactive (sibling),5891.326,0.992389
reactive (sibling),5896.547,0.992363
reactive (sibling),5907.920,0.992342
reactive (sibling),5915.695,0.992324
reactive (sibling),5924.197,0.992324
reactive (sibling),5927.942,0.992324
reactive (sibling),5935.986,0.992295
reactive (sibling),5944.368,0.992289
reactive (sibling),5952.049,0.992277
reactive (sibling),5954.812,0.992311
reactive (sibling),5969.371,0.992324
reactive (sibling),5979.483,0.992324
reactive (sibling),5988.664,0.992342
reactive (sibling),5996.647,0.992342
reactive (sibling),6002.388,0.992342
reactive (sibling),6007.958,0.992348
reactive (sibling),6010.761,0.992331
reactive (sibling),6018.710,0.992307
reactive (sibling),6025.661,0.992311
reactive (sibling),6032.265,0.992311
reactive (sibling),6036.016,0.992323
reactive (sibling),6044.354,0.992332
reactive (sibling),6053.220,0.992332
reactive (sibling),6062.430,0.992358
reactive (sibling),6072.367,0.992377
reactive (sibling),6080.042,0.992377
reactive (sibling),6082.608,0.992363
reactive (sibling),6092.823,0.992365
reactive (sibling),6095.715,0.992378
reactive (sibling),6103.213,0.992373
reactive (sibling),6121.557,0.992389
reactive (sibling),6126.542,0.992348
reactive (sibling),6142.493,0.992335
reactive (sibling),6154.185,0.992342
reactive (sibling),6163.672,0.992286
reactive (sibling),6168.757,0.992287
reactive (sibling),6176.099,0.992282
reactive (sibling),6183.698,0.992268
reactive (sibling),6191.557,0.992295
reactive (sibling),6195.345,0.992330
reactive (sibling),6202.927,0.992324
reactive (sibling),6212.932,0.992316
reactive (sibling),6221.965,0.992326
reactive (sibling),6228.460,0.992326
reactive (sibling),6235.340,0.992331
reactive (sibling),6242.557,0.992347
reactive (sibling),6247.277,0.992331
reactive (sibling),6254.758,0.992337
reactive (sibling),6261.369,0.992311
reactive (sibling),6268.360,0.992311
reactive (sibling),6273.377,0.992331
reactive (sibling),6284.233,0.992331
reactive (sibling),6292.835,0.992342
reactive (sibling),6303.058,0.992354
reactive (sibling),6316.366,0.992375
reactive (sibling),6325.425,0.992382
reactive (sibling),6329.075,0.992375
reactive (sibling),6338.446,0.992355
reactive (sibling),6342.293,0.992371
reactive (sibling),6351.203,0.992377
reactive (sibling),6359.857,0.992389
reactive (sibling),6365.619,0.992348
reactive (sibling),6380.096,0.992342
reactive (sibling),6388.169,0.992324
reactive (sibling),6398.126,0.992324
reactive (sibling),6402.962,0.992302
reactive (sibling),6409.528,0.992295
reactive (sibling),6418.376,0.992289
reactive (sibling),6426.128,0.992295
reactive (sibling),6429.468,0.992330
reactive (sibling),6436.312,0.992326
reactive (sibling),6444.306,0.992316
reactive (sibling),6451.700,0.992326
reactive (sibling),6457.728,0.992318
reactive (sibling),6463.772,0.992331
reactive (sibling),6469.959,0.992347
reactive (sibling),6473.109,0.992332
reactive (sibling),6483.677,0.992337
reactive (sibling),6488.713,0.992337
reactive (sibling),6497.227,0.992311
reactive (sibling),6502.343,0.992323
reactive (sibling),6510.127,0.992332
reactive (sibling),6520.173,0.992342
reactive (sibling),6530.987,0.992354
reactive (sibling),6545.969,0.992375
reactive (sibling),6554.947,0.992382
reactive (sibling),6558.757,0.992375
reactive (sibling),6573.970,0.992358
reactive (sibling),6576.584,0.992375
reactive (sibling),6581.294,0.992382
reactive (sibling),6592.651,0.992375
reactive (sibling),6596.653,0.992348
reactive (sibling),6609.454,0.992342
reactive (sibling),6618.867,0.992335
reactive (sibling),6625.962,0.992324
reactive (sibling),6630.801,0.992321
reactive (sibling),6640.876,0.992295
reactive (sibling),6650.482,0.992289
reactive (sibling),6658.608,0.992295
reactive (sibling),6660.616,0.992330
reactive (sibling),6667.099,0.992326
reactive (sibling),6677.859,0.992316
reactive (sibling),6682.640,0.992326
reactive (sibling),6689.328,0.992326
reactive (sibling),6696.494,0.992331
reactive (sibling),6705.515,0.992347
reactive (sibling),6709.082,0.992332
reactive (sibling),6716.667,0.992337
reactive (sibling),6721.959,0.992311
reactive (sibling),6729.530,0.992311
reactive (sibling),6733.561,0.992323
reactive (sibling),6739.961,0.992332
reactive (sibling),6747.585,0.992332
reactive (sibling),6755.359,0.992356
reactive (sibling),6765.406,0.992361
reactive (sibling),6774.057,0.992378
reactive (sibling),6776.470,0.992365
reactive (sibling),6783.589,0.992358
reactive (sibling),6786.698,0.992370
reactive (sibling),6795.003,0.992373
reactive (sibling),6812.245,0.992389
reactive (sibling),6814.974,0.992363
reactive (sibling),6827.499,0.992342
reactive (sibling),6838.794,0.992335
reactive (sibling),6849.597,0.992303
reactive (sibling),6856.911,0.992287
reactive (sibling),6865.912,0.992282
reactive (sibling),6873.850,0.992268
reactive (sibling),6881.003,0.992295
reactive (sibling),6883.271,0.992330
reactive (sibling),6890.629,0.992324
reactive (sibling),6900.927,0.992324
reactive (sibling),6909.058,0.992326
reactive (sibling),6915.954,0.992326
reactive (sibling),6922.884,0.992331
reactive (sibling),6929.025,0.992347
reactive (sibling),6931.083,0.992332
reactive (sibling),6939.202,0.992337
reactive (sibling),6948.576,0.992311
reactive (sibling),6956.489,0.992311
reactive (sibling),6958.755,0.992323
reactive (sibling),6966.728,0.992332
reactive (sibling),6973.795,0.992332
reactive (sibling),6982.704,0.992356
reactive (sibling),6993.646,0.992377
reactive (sibling),6999.964,0.992377
reactive (sibling),7004.001,0.992363
reactive (sibling),7010.135,0.992358
reactive (sibling),7014.345,0.992370
reactive (sibling),7024.891,0.992373
reactive (sibling),7037.955,0.992389
reactive (sibling),7042.708,0.992348
reactive (sibling),7055.408,0.992342
reactive (sibling),7064.756,0.992335
reactive (sibling),7074.555,0.992303
reactive (sibling),7078.751,0.992302
reactive (sibling),7088.019,0.992282
reactive (sibling),7096.621,0.992289
reactive (sibling),7104.577,0.992295
reactive (sibling),7107.786,0.992330
reactive (sibling),7122.103,0.992324
reactive (sibling),7130.632,0.992324
reactive (sibling),7141.831,0.992342
reactive (sibling),7150.520,0.992342
reactive (sibling),7159.342,0.992342
reactive (sibling),7165.515,0.992349
reactive (sibling),7168.032,0.992295
reactive (sibling),7178.877,0.992307
reactive (sibling),7183.967,0.992313
reactive (sibling),7191.500,0.992318
reactive (sibling),7194.703,0.992331
reactive (sibling),7201.326,0.992332
reactive (sibling),7211.167,0.992342
reactive (sibling),7218.633,0.992356
reactive (sibling),7245.955,0.992381
reactive (sibling),7253.448,0.992397
reactive (sibling),7258.021,0.992365
reactive (sibling),7265.981,0.992358
reactive (sibling),7269.423,0.992375
reactive (sibling),7276.386,0.992382
reactive (sibling),7287.097,0.992375
reactive (sibling),7291.130,0.992348
reactive (sibling),7301.500,0.992347
reactive (sibling),7309.740,0.992331
reactive (sibling),7316.803,0.992316
reactive (sibling),7320.774,0.992321
reactive (sibling),7328.815,0.992316
reactive (sibling),7340.502,0.992289
reactive (sibling),7354.927,0.992295
reactive (sibling),7357.442,0.992330
reactive (sibling),7364.139,0.992324
reactive (sibling),7374.281,0.992324
reactive (sibling),7379.458,0.992336
reactive (sibling),7385.270,0.992330
reactive (sibling),7391.648,0.992342
reactive (sibling),7398.911,0.992347
reactive (sibling),7402.008,0.992331
reactive (sibling),7409.915,0.992337
reactive (sibling),7416.264,0.992337
reactive (sibling),7423.510,0.992309
reactive (sibling),7426.311,0.992323
reactive (sibling),7434.289,0.992332
reactive (sibling),7443.950,0.992332
reactive (sibling),7452.420,0.992358
reactive (sibling),7463.778,0.992377
reactive (sibling),7469.875,0.992378
reactive (sibling),7474.939,0.992363
reactive (sibling),7481.984,0.992358
reactive (sibling),7486.831,0.992371
reactive (sibling),7494.396,0.992377
reactive (sibling),7504.329,0.992389
reactive (sibling),7508.832,0.992363
reactive (sibling),7517.230,0.992347
reactive (sibling),7526.140,0.992331
reactive (sibling),7536.284,0.992324
reactive (sibling),7541.090,0.992321
reactive (sibling),7549.326,0.992295
reactive (sibling),7559.414,0.992289
reactive (sibling),7567.789,0.992277
reactive (sibling),7571.504,0.992330
reactive (sibling),7582.963,0.992324
reactive (sibling),7593.622,0.992324
reactive (sibling),7599.766,0.992336
reactive (sibling),7608.675,0.992330
reactive (sibling),7613.896,0.992342
reactive (sibling),7620.141,0.992348
reactive (sibling),7622.601,0.992331
reactive (sibling),7631.787,0.992307
reactive (sibling),7636.526,0.992311
reactive (sibling),7642.845,0.992309
reactive (sibling),7647.025,0.992323
reactive (sibling),7654.241,0.992332
reactive (sibling),7661.526,0.992332
reactive (sibling),7672.039,0.992356
reactive (sibling),7685.517,0.992377
reactive (sibling),7694.560,0.992377
reactive (sibling),7697.181,0.992365
reactive (sibling),7702.950,0.992365
reactive (sibling),7706.093,0.992378
reactive (sibling),7712.239,0.992373
reactive (sibling),7728.367,0.992389
reactive (sibling),7731.531,0.992363
reactive (sibling),7739.382,0.992347
reactive (sibling),7748.669,0.992331
reactive (sibling),7755.378,0.992316
reactive (sibling),7760.924,0.992321
reactive (sibling),7768.489,0.992295
reactive (sibling),7778.132,0.992289
reactive (sibling),7789.105,0.992277
reactive (sibling),7794.734,0.992330
reactive (sibling),7800.870,0.992324
reactive (sibling),7809.212,0.992324
reactive (sibling),7817.760,0.992336
reactive (sibling),7825.881,0.992330
reactive (sibling),7832.020,0.992342
reactive (sibling),7839.782,0.992348
reactive (sibling),7843.458,0.992331
reactive (sibling),7852.703,0.992337
reactive (sibling),7858.890,0.992311
reactive (sibling),7872.548,0.992318
reactive (sibling),7877.573,0.992331
reactive (sibling),7885.052,0.992331
reactive (sibling),7892.559,0.992342
reactive (sibling),7903.073,0.992354
reactive (sibling),7915.036,0.992375
reactive (sibling),7919.533,0.992382
reactive (sibling),7922.496,0.992365
reactive (sibling),7929.440,0.992358
reactive (sibling),7933.717,0.992378
reactive (sibling),7940.544,0.992373
reactive (sibling),7951.099,0.992384
reactive (sibling),7954.220,0.992363
reactive (sibling),7958.882,0.992361
reactive (sibling),7966.562,0.992337
reactive (sibling),7977.374,0.992323
reactive (sibling),7983.842,0.992321
reactive (sibling),7993.069,0.992316
reactive (sibling),8001.903,0.992289
reactive (sibling),8008.852,0.992295
reactive (sibling),8011.056,0.992323
reactive (sibling),8018.441,0.992326
reactive (sibling),8029.947,0.992324
reactive (sibling),8036.174,0.992326
reactive (sibling),8042.747,0.992326
reactive (sibling),8049.909,0.992331
reactive (sibling),8055.621,0.992347
reactive (sibling),8059.027,0.992332
reactive (sibling),8067.937,0.992337
reactive (sibling),8076.238,0.992311
reactive (sibling),8085.244,0.992311
reactive (sibling),8089.482,0.992323
reactive (sibling),8097.110,0.992331
reactive (sibling),8104.976,0.992342
reactive (sibling),8112.237,0.992358
reactive (sibling),8121.332,0.992377
reactive (sibling),8128.437,0.992377
reactive (sibling),8133.986,0.992363
reactive (sibling),8140.612,0.992358
reactive (sibling),8143.348,0.992370
reactive (sibling),8149.193,0.992379
reactive (sibling),8164.711,0.992384
reactive (sibling),8168.933,0.992363
reactive (sibling),8178.222,0.992347
reactive (sibling),8183.751,0.992331
reactive (sibling),8191.052,0.992316
reactive (sibling),8195.428,0.992321
reactive (sibling),8203.819,0.992295
reactive (sibling),8210.699,0.992289
reactive (sibling),8219.363,0.992295
reactive (sibling),8221.465,0.992323
reactive (sibling),8230.232,0.992326
reactive (sibling),8240.337,0.992316
reactive (sibling),8249.464,0.992326
reactive (sibling),8255.637,0.992330
reactive (sibling),8262.404,0.992331
reactive (sibling),8270.081,0.992347
reactive (sibling),8272.845,0.992331
reactive (sibling),8280.411,0.992337
reactive (sibling),8284.377,0.992311
reactive (sibling),8293.430,0.992311
reactive (sibling),8296.487,0.992323
reactive (sibling),8304.360,0.992332
reactive (sibling),8311.890,0.992332
reactive (sibling),8318.138,0.992356
reactive (sibling),8325.815,0.992361
reactive (sibling),8333.779,0.992378
reactive (sibling),8338.581,0.992365
reactive (sibling),8345.433,0.992358
reactive (sibling),8348.618,0.992370
reactive (sibling),8356.038,0.992379
reactive (sibling),8369.007,0.992384
reactive (sibling),8372.114,0.992363
reactive (sibling),8380.689,0.992347
reactive (sibling),8390.291,0.992331
reactive (sibling),8398.689,0.992324
reactive (sibling),8403.393,0.992321
reactive (sibling),8413.229,0.992295
reactive (sibling),8420.696,0.992289
reactive (sibling),8432.828,0.992295
reactive (sibling),8436.472,0.992330
reactive (sibling),8442.503,0.992324
reactive (sibling),8450.402,0.992324
reactive (sibling),8456.664,0.992326
reactive (sibling),8463.682,0.992330
reactive (sibling),8469.243,0.992331
reactive (sibling),8475.488,0.992347
reactive (sibling),8477.637,0.992332
reactive (sibling),8485.011,0.992337
reactive (sibling),8493.470,0.992337
reactive (sibling),8500.009,0.992309
reactive (sibling),8503.302,0.992323
reactive (sibling),8515.734,0.992332
reactive (sibling),8525.050,0.992342
reactive (sibling),8532.643,0.992358
reactive (sibling),8541.332,0.992377
reactive (sibling),8546.953,0.992377
reactive (sibling),8549.321,0.992363
reactive (sibling),8556.897,0.992358
reactive (sibling),8560.807,0.992378
reactive (sibling),8568.274,0.992373
reactive (sibling),8580.330,0.992384
reactive (sibling),8583.224,0.992361
reactive (sibling),8593.818,0.992347
reactive (sibling),8602.782,0.992331
reactive (sibling),8612.598,0.992324
reactive (sibling),8617.895,0.992324
reactive (sibling),8625.925,0.992295
reactive (sibling),8632.367,0.992289
reactive (sibling),8639.901,0.992295
reactive (sibling),8642.988,0.992311
reactive (sibling),8652.028,0.992326
reactive (sibling),8660.528,0.992316
reactive (sibling),8666.672,0.992326
reactive (sibling),8675.067,0.992326
reactive (sibling),8683.155,0.992331
reactive (sibling),8688.999,0.992347
reactive (sibling),8691.227,0.992332
reactive (sibling),8703.288,0.992307
reactive (sibling),8708.553,0.992311
reactive (sibling),8715.105,0.992311
reactive (sibling),8720.227,0.992323
reactive (sibling),8727.242,0.992331
reactive (sibling),8737.360,0.992342
reactive (sibling),8746.804,0.992358
reactive (sibling),8757.497,0.992377
reactive (sibling),8763.717,0.992377
reactive (sibling),8767.850,0.992363
reactive (sibling),8774.177,0.992358
reactive (sibling),8776.724,0.992378
reactive (sibling),8783.496,0.992373
reactive (sibling),8796.697,0.992384
reactive (sibling),8802.143,0.992363
reactive (sibling),8814.009,0.992347
reactive (sibling),8823.407,0.992331
reactive (sibling),8831.003,0.992324
reactive (sibling),8837.883,0.992302
reactive (sibling),8848.405,0.992282
reactive (sibling),8859.081,0.992268
reactive (sibling),8868.605,0.992295
reactive (sibling),8870.754,0.992330
reactive (sibling),8878.436,0.992324
reactive (sibling),8886.858,0.992324
reactive (sibling),8891.273,0.992336
reactive (sibling),8897.275,0.992326
reactive (sibling),8904.342,0.992331
reactive (sibling),8911.201,0.992347
reactive (sibling),8914.935,0.992332
reactive (sibling),8920.864,0.992337
reactive (sibling),8929.473,0.992337
reactive (sibling),8938.545,0.992311
reactive (sibling),8942.228,0.992323
reactive (sibling),8948.352,0.992332
reactive (sibling),8956.360,0.992332
reactive (sibling),8964.964,0.992358
reactive (sibling),8977.697,0.992377
reactive (sibling),8985.249,0.992377
reactive (sibling),8988.499,0.992363
